worker_id,assignment_id,rt,slider_response,raw_stimulus,scenario,comparison,item_type,trial_index,time_elapsed
105,62cb8baf4fbe7c0a2b86ee08,3897,49,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,10,72438
34,62cb8baf4fbe7c0a2b86ee07,14955,83,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,1,52498
30,62cb8baf4fbe7c0a2b86ee07,37471,37,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,8,153249
30,62cb8baf4fbe7c0a2b86ee07,12997,75,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,9,166249
34,62cb8baf4fbe7c0a2b86ee07,17544,50,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,2,70043
30,62cb8baf4fbe7c0a2b86ee07,7598,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,10,173849
34,62cb8baf4fbe7c0a2b86ee07,11519,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,3,81563
34,62cb8baf4fbe7c0a2b86ee07,7543,89,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,4,89107
32,62cb8baf4fbe7c0a2b86ee08,4864,0,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,1,12632
34,62cb8baf4fbe7c0a2b86ee07,14527,92,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,5,103635
32,62cb8baf4fbe7c0a2b86ee08,4640,49,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,2,17274
91,62cb8baf4fbe7c0a2b86ee08,15111,0,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,1,41381
32,62cb8baf4fbe7c0a2b86ee08,6045,58,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,3,23319
34,62cb8baf4fbe7c0a2b86ee07,9319,50,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,6,112955
32,62cb8baf4fbe7c0a2b86ee08,3528,50,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,4,26848
91,62cb8baf4fbe7c0a2b86ee08,10079,22,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,2,51461
32,62cb8baf4fbe7c0a2b86ee08,3393,10,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,5,30241
32,62cb8baf4fbe7c0a2b86ee08,2711,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking white wine,like soft drinks,other category,6,32953
32,62cb8baf4fbe7c0a2b86ee08,2870,81,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,7,35824
91,62cb8baf4fbe7c0a2b86ee08,10250,54,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,3,61713
32,62cb8baf4fbe7c0a2b86ee08,3190,72,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,8,39016
32,62cb8baf4fbe7c0a2b86ee08,2515,100,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,9,41532
32,62cb8baf4fbe7c0a2b86ee08,2461,51,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,10,43994
91,62cb8baf4fbe7c0a2b86ee08,14230,38,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,4,75946
34,62cb8baf4fbe7c0a2b86ee07,28845,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,7,141801
91,62cb8baf4fbe7c0a2b86ee08,7583,80,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,5,83533
34,62cb8baf4fbe7c0a2b86ee07,6045,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,8,147847
91,62cb8baf4fbe7c0a2b86ee08,6565,59,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,6,90102
34,62cb8baf4fbe7c0a2b86ee07,9951,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,9,157799
91,62cb8baf4fbe7c0a2b86ee08,8358,100,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,7,98462
34,62cb8baf4fbe7c0a2b86ee07,5399,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soda</b>?",drinking tea,like soda,same category,10,163199
91,62cb8baf4fbe7c0a2b86ee08,6347,94,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,8,104812
36,62cb8baf4fbe7c0a2b86ee08,12471,100,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,1,39086
91,62cb8baf4fbe7c0a2b86ee08,6889,69,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,9,111703
91,62cb8baf4fbe7c0a2b86ee08,4275,100,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like raspberry pie</b>?",raspberry cake,like raspberry pie,close competitor,10,115981
36,62cb8baf4fbe7c0a2b86ee08,21236,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,2,60323
36,62cb8baf4fbe7c0a2b86ee08,6843,54,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like animation films</b>?",fantasy movies,like animation films,other category,3,67167
84,62cb8baf4fbe7c0a2b86ee08,17632,16,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,1,37165
55,62cb8baf4fbe7c0a2b86ee08,23568,64,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,1,56287
36,62cb8baf4fbe7c0a2b86ee08,8081,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,4,75249
6,62cb8baf4fbe7c0a2b86ee07,4844,77,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like hard bop jazz</b>?",bebop jazz,like hard bop jazz,close competitor,1,13761
84,62cb8baf4fbe7c0a2b86ee08,11237,73,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,2,48404
36,62cb8baf4fbe7c0a2b86ee08,6343,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,5,81593
6,62cb8baf4fbe7c0a2b86ee07,7686,26,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,2,21449
36,62cb8baf4fbe7c0a2b86ee08,6911,34,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,6,88505
84,62cb8baf4fbe7c0a2b86ee08,11097,88,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,3,59502
55,62cb8baf4fbe7c0a2b86ee08,21402,51,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,2,77695
6,62cb8baf4fbe7c0a2b86ee07,8199,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,3,29649
84,62cb8baf4fbe7c0a2b86ee08,5468,94,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,4,64972
6,62cb8baf4fbe7c0a2b86ee07,4534,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,4,34185
36,62cb8baf4fbe7c0a2b86ee08,10335,36,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,7,98841
84,62cb8baf4fbe7c0a2b86ee08,4417,88,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,5,69391
6,62cb8baf4fbe7c0a2b86ee07,4662,48,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,5,38849
36,62cb8baf4fbe7c0a2b86ee08,6029,43,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,8,104871
6,62cb8baf4fbe7c0a2b86ee07,4548,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,6,43401
102,62cb8baf4fbe7c0a2b86ee08,12669,75,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,1,42032
55,62cb8baf4fbe7c0a2b86ee08,19238,27,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,3,96938
6,62cb8baf4fbe7c0a2b86ee07,5950,40,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to the United States</b>?",morning flight to Madrid,want an evening flight to the United States,other category,7,49352
12,62cb8baf4fbe7c0a2b86ee08,9562,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,1,27872
6,62cb8baf4fbe7c0a2b86ee07,5583,16,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like musicals</b>?",cartoons,like musicals,same category,8,54937
36,62cb8baf4fbe7c0a2b86ee08,14319,67,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Madrid</b>?",morning flight to Madrid,want an afternoon flight to Madrid,close competitor,9,119191
55,62cb8baf4fbe7c0a2b86ee08,8217,16,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking white wine,like soft drinks,other category,4,105159
84,62cb8baf4fbe7c0a2b86ee08,20644,80,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,6,90036
12,62cb8baf4fbe7c0a2b86ee08,8316,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",raspberry cake,like chocolate cookies,same category,2,36192
6,62cb8baf4fbe7c0a2b86ee07,4838,64,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,9,59777
36,62cb8baf4fbe7c0a2b86ee08,6703,36,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,10,125895
84,62cb8baf4fbe7c0a2b86ee08,5618,83,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,7,95656
6,62cb8baf4fbe7c0a2b86ee07,4215,82,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,10,63993
12,62cb8baf4fbe7c0a2b86ee08,6840,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,3,43034
55,62cb8baf4fbe7c0a2b86ee08,9164,63,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like animation films</b>?",fantasy movies,like animation films,other category,5,114327
84,62cb8baf4fbe7c0a2b86ee08,6627,94,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,8,102285
55,62cb8baf4fbe7c0a2b86ee08,4216,18,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Los Angeles</b>?",afternoon flight to Boston,want an evening flight to Los Angeles,same category,6,118546
12,62cb8baf4fbe7c0a2b86ee08,4694,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,4,47730
55,62cb8baf4fbe7c0a2b86ee08,4228,9,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,7,122778
102,62cb8baf4fbe7c0a2b86ee08,29936,38,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,2,71970
56,62cb8baf4fbe7c0a2b86ee08,18384,66,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,1,36765
12,62cb8baf4fbe7c0a2b86ee08,13661,76,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,5,61393
55,62cb8baf4fbe7c0a2b86ee08,10417,15,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,8,133198
102,62cb8baf4fbe7c0a2b86ee08,9736,58,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like hard bop jazz</b>?",bebop jazz,like hard bop jazz,close competitor,3,81710
102,62cb8baf4fbe7c0a2b86ee08,4198,21,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soda</b>?",drinking tea,like soda,same category,4,85911
12,62cb8baf4fbe7c0a2b86ee08,7193,50,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,6,68589
84,62cb8baf4fbe7c0a2b86ee08,22045,22,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soda</b>?",drinking tea,like soda,same category,9,124331
102,62cb8baf4fbe7c0a2b86ee08,4539,88,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,5,90452
12,62cb8baf4fbe7c0a2b86ee08,5196,50,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like hard bop jazz</b>?",bebop jazz,like hard bop jazz,close competitor,7,73787
84,62cb8baf4fbe7c0a2b86ee08,6484,53,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,10,130817
56,62cb8baf4fbe7c0a2b86ee08,15317,58,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,2,52088
12,62cb8baf4fbe7c0a2b86ee08,3317,50,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,8,77110
102,62cb8baf4fbe7c0a2b86ee08,6481,51,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,6,96935
12,62cb8baf4fbe7c0a2b86ee08,3094,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,9,80207
102,62cb8baf4fbe7c0a2b86ee08,3895,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,7,100832
55,62cb8baf4fbe7c0a2b86ee08,21717,72,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,9,154918
12,62cb8baf4fbe7c0a2b86ee08,6490,68,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,10,86700
56,62cb8baf4fbe7c0a2b86ee08,12870,51,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,3,64962
55,62cb8baf4fbe7c0a2b86ee08,4499,44,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like musicals</b>?",cartoons,like musicals,same category,10,159421
102,62cb8baf4fbe7c0a2b86ee08,10780,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,8,111614
100,62cb8baf4fbe7c0a2b86ee08,9899,21,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,1,25610
83,62cb8baf4fbe7c0a2b86ee07,13262,100,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,1,89773
102,62cb8baf4fbe7c0a2b86ee08,6382,12,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,9,117998
56,62cb8baf4fbe7c0a2b86ee08,13264,79,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,4,78231
102,62cb8baf4fbe7c0a2b86ee08,4532,10,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,10,122533
56,62cb8baf4fbe7c0a2b86ee08,5436,72,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,5,83671
100,62cb8baf4fbe7c0a2b86ee08,13867,69,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Europe</b>?",afternoon flight to Boston,want an afternoon flight to Europe,other category,2,39488
83,62cb8baf4fbe7c0a2b86ee07,12158,42,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,2,101932
100,62cb8baf4fbe7c0a2b86ee08,6116,59,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,3,45612
56,62cb8baf4fbe7c0a2b86ee08,7237,51,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pizza</b>?",pasta arrabiata,like pizza,same category,6,90913
56,62cb8baf4fbe7c0a2b86ee08,4678,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,7,95595
100,62cb8baf4fbe7c0a2b86ee08,6384,52,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,4,52006
4,62cb8baf4fbe7c0a2b86ee07,19921,49,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,1,63040
100,62cb8baf4fbe7c0a2b86ee08,4438,36,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,5,56455
83,62cb8baf4fbe7c0a2b86ee07,15693,53,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,3,117625
100,62cb8baf4fbe7c0a2b86ee08,5204,0,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like death metal</b>?",bebop jazz,like death metal,other category,6,61669
83,62cb8baf4fbe7c0a2b86ee07,4889,54,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,4,122515
4,62cb8baf4fbe7c0a2b86ee07,10194,64,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,2,73234
28,62cb8baf4fbe7c0a2b86ee07,6845,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,1,27574
56,62cb8baf4fbe7c0a2b86ee08,13960,86,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,8,109559
100,62cb8baf4fbe7c0a2b86ee08,4682,58,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,7,66361
83,62cb8baf4fbe7c0a2b86ee07,8744,50,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,5,131260
100,62cb8baf4fbe7c0a2b86ee08,6523,35,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to the United States</b>?",morning flight to Madrid,want an evening flight to the United States,other category,8,72893
28,62cb8baf4fbe7c0a2b86ee07,9034,72,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like animated films</b>?",cartoons,like animated films,close competitor,2,36608
56,62cb8baf4fbe7c0a2b86ee08,8515,53,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to the United States</b>?",morning flight to Madrid,want an evening flight to the United States,other category,9,118078
4,62cb8baf4fbe7c0a2b86ee07,9548,61,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,3,82784
100,62cb8baf4fbe7c0a2b86ee08,5574,56,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,9,78477
56,62cb8baf4fbe7c0a2b86ee08,6512,51,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,10,124594
28,62cb8baf4fbe7c0a2b86ee07,6965,50,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,3,43573
100,62cb8baf4fbe7c0a2b86ee08,3467,51,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,10,81956
63,62cb8baf4fbe7c0a2b86ee08,11397,58,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,1,40396
4,62cb8baf4fbe7c0a2b86ee07,9178,87,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,4,91962
